Site_Type	Project_ID	Observation_ID	Observer_Code	Observation_Serial	Observation_Description	Observation_Label	Observation_Type	Latitude	Longitude	Error	Date	Prefix	Year	Mon	Day	Nation	State	County	Island	FIPS	Elevation	Community_Name	Community_Description	Structure	Landscape	HillslopePosition	Position	Aspect	Slope	PlotBearing	Map Unit	Soil Series	Soil Taxon	Drainage Class	Restriction_Depth	WT_Depth	MinWT_Depth	Soil_Notes	Litter_Cover	Snag_Count	Snag_Diam	Plot_Area_m	BA_Count	BA_Factor	Cowardin	HGM	f1	f2	f3	s1	s2	s3	t1	t2	t3	t4	Tree_Cover	Subcanopy_Cover	TallShrub_Cover	Shrub_Cover	Herb_Cover	Moss_Cover	Aggregated_Overstory	Aggregated_Subcanopy	Aggregated_TallShrub	Aggregated_Shrub	Aggregated_Understory	Estimated_Understory	DWD_Hits1	DWD_Hits2	DWD_Hits3	DWD_Hits4	DWD_Hits5	Transect_Length	Log_Cover	Rock_Cover	Lichen_Cover	Water_Cover	MaxWater_Cover	DBH_lower	DBH_upper	Canopy_lower	Canopy_upper	User_Pedon_ID	User_Plot_ID	SoilTexture	TPI	Upper	Middle	Lower	Coastal	Floodplain	Inland	Hydric	Nonhydric	Aquatic	Wet	Moist	Dry	Mucky	Rocky	Sandy	Loamy	Calcareous	Euic	Dysic	Salty	Fresh	Natural	Seminatural	Cultural	MLRA	Cold	Cool	Mild	Warm	Hot	Humid	Subhumid	Arid	Microthermal	Mesothermal	Megathermal
97A moist loamy inland		GRR.GJS.2014.46	GRR.GJS	46		W14090808	Wetland Determination	43.1271166666667	-85.8954	10	0		2014	09	08	USA	Michigan	Ottawa County		26139	222.439	Acer saccharum-Carya cordiformis		woodland		BS		162	1		Perrinton loam, Lake Michigan Lobe, 2 to 6 percent slopes	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	Yes	No	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	97A	No	No	Yes	No	No	Yes	No	No	Yes	No	No
loamy inland		GRR.GJS.2014.47	GRR.GJS	47		test	Bogus	0	0	10	0		2014	01	01	USA						test						0	0						500.0	500.0						400	0	10			0.1	0.25	0.5	1	2	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
97A wet moist loamy inland		GRR.GJS.2014.48	GRR.GJS	48		W14090809	Wetland Determination	43.1270166666667	-85.8946166666667	10	0		2014	09	08	USA	Michigan	Ottawa County		26139	221.9716	Acer saccharum/Impatiens capensis		woodland		BS		196	1		Perrinton loam, Lake Michigan Lobe, 2 to 6 percent slopes	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	Yes	No	No	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	97A	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A1 dry loamy inland		GRR.GJS.2014.5	GRR.GJS	5		Kalamazoo4	Low Intensity Plot: Cover	42.1745833333333	-85.4874	10	0		2014	04	22	USA	Michigan	Kalamazoo County		26077	262.0536	Forest		shrubland		BS		212	0		Kalamazoo loam, 0 to 2 percent slopes	NA	NA		500.0	500.0						100		10			0	0	0	0	0	0	0	0	0	0																												S2014MI077002				No	Yes	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
97A sandy inland		GRR.GJS.2014.6	GRR.GJS	6	Core at 1.4 m and added 5 years to count.	SI: red maple 01	Site Index	42.5285333333333	-86.0502166666667	10	0		2014	04	08	USA	Michigan	Allegan County		26005	205.1699	Forest				BS		293	1		Morocco-Newton complex, 0 to 3 percent slopes	NA	NA		500.0	500.0						400		10			0	0	0	0	0	0	0	0	0	0																																No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	97A	No	No	Yes	No	No	Yes	No	No	Yes	No	No
97A sandy inland		GRR.GJS.2014.7	GRR.GJS	7	Core at 1.4 m and added 5 years to count.	SI: pin oak 01	Site Index	42.5292	-86.0505	10	0		2014	04	10	USA	Michigan	Allegan County		26005	204.9722	Forest				BS		258	1		Morocco-Newton complex, 0 to 3 percent slopes	NA	NA		500.0	500.0						400		10			0	0	0	0	0	0	0	0	0	0																																No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	97A	No	No	Yes	No	No	Yes	No	No	Yes	No	No
97A sandy inland		GRR.GJS.2014.8	GRR.GJS	8	Core at 1.4 m and added 5 years to count.	SI: red oak & red maple 02	Site Index	42.5303666666667	-86.0509333333333	10	0		2014	04	11	USA	Michigan	Allegan County		26005	204.8363	Forest				BS		269	1		Morocco-Newton complex, 0 to 3 percent slopes	NA	NA		500.0	500.0						400		10			0	0	0	0	0	0	0	0	0	0																																No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	97A	No	No	Yes	No	No	Yes	No	No	Yes	No	No
97A sandy inland		GRR.GJS.2014.9	GRR.GJS	9	Core at 1.4 m and added 5 years to count.	SI: pin oak2 01	Site Index	42.5303666666667	-86.0509333333333	10	0		2014	04	12	USA	Michigan	Allegan County		26005	204.8363	Forest				BS		269	1		Morocco-Newton complex, 0 to 3 percent slopes	NA	NA		500.0	500.0						400		10			0	0	0	0	0	0	0	0	0	0																																No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	97A	No	No	Yes	No	No	Yes	No	No	Yes	No	No
97A wet moist loamy inland		GRR.GJS.2015.1	GRR.GJS	1		W2015060903	Wetland Determination	43.0849333333333	-86.0172333333333	10	0		2015	06	09	USA	Michigan	Ottawa County		26139	192.7862	Fraxinus pennsylvanica-Acer saccharinum/Persicaria virginiana		forest		BS		218	1		Belding sandy loam, 2 to 6 percent slopes	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	Yes	No	No	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	97A	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A1 wet loamy inland		GRR.GJS.2015.10	GRR.GJS	10		W2015061704	Wetland Determination	42.73455	-84.9262833333333	10	0		2015	06	17	USA	Michigan	Eaton County		26045	269.3041	Acer saccharinum-Tilia americana		forest		BS		301	0		Parkhill loam, non dense till subsoil, 0 to 2 percent slopes	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A2 moist loamy inland		GRR.GJS.2015.11	GRR.GJS	11		S2015062501	Wetland Determination	43.1293	-85.4380166666667	10	0		2015	06	25	USA	Michigan	Kent County		26081	268.9781	Quercus velutina-Acer rubrum/Podophyllum peltatum		forest		BS		71	1		Capac loam, Lake Michigan lobe, 0 to 4 percent slopes	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	Yes	No	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	98A2	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A2 wet moist loamy inland		GRR.GJS.2015.12	GRR.GJS	12		W2015062501	Wetland Determination	43.1301666666667	-85.4374166666667	10	0		2015	06	25	USA	Michigan	Kent County		26081	268.6029	Phalaris arundinacea-Boehmeria cylindrica		grassland		BS		103	1		Capac loam, Lake Michigan lobe, 0 to 4 percent slopes	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	Yes	No	No	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	98A2	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A2 wet mucky inland		GRR.GJS.2015.13	GRR.GJS	13		W2015062502	Wetland Determination	43.1287	-85.4333666666667	10	0		2015	06	25	USA	Michigan	Kent County		26081	267.9996	Acer rubrum-Fraxinus pennsylvanica/Ulmus americana/Glyceria striata		forest		BS		36	0		Palms muck, 0 to 1 percent slopes	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																												2015MI081001				No	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	No	98A2	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A2 wet loamy inland floodplain		GRR.GJS.2015.14	GRR.GJS	14		W2015062503	Wetland Determination	43.1264666666667	-85.4314333333333	10	0		2015	06	25	USA	Michigan	Kent County		26081	267.0876	Acer saccharinum/Ulmus americana		forest		BS		105	1		Cohoctah loam	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	Yes	No	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	98A2	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A2 wet mucky inland		GRR.GJS.2015.15	GRR.GJS	15		W2015062504	Wetland Determination	43.1297333333333	-85.43285	10	0		2015	06	25	USA	Michigan	Kent County		26081	268.0215	Salix petiolaris/Phalaris arundinacea		grassland		BS		158	0		Palms muck, 0 to 1 percent slopes	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No	No	No	Yes	No	Yes	Yes	No	No	98A2	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A2 wet loamy inland		GRR.GJS.2015.16	GRR.GJS	16		W2015062505	Wetland Determination	43.1298	-85.4348166666667	10	0		2015	06	25	USA	Michigan	Kent County		26081	268.01	Quercus bicolor-Acer rubrum		forest		BS		204	0		Capac loam, Lake Michigan lobe, 0 to 4 percent slopes	Parkhill	Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Epiaquepts	poorly	500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																												2015MI081001	2015MI081001			No	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	98A2	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A2 wet loamy inland floodplain		GRR.GJS.2015.17	GRR.GJS	17		W2015062506	Wetland Determination	43.1269166666667	-85.43535	10	0		2015	06	25	USA	Michigan	Kent County		26081	268.0217	Salix nigra/Phalaris arundinacea-Carex lacustris		savanna		BS		161	0		Cohoctah loam	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	Yes	No	No	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	Yes	No	No	No	98A2	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A2 wet sandy inland		GRR.GJS.2015.18	GRR.GJS	18		W2015062507	Wetland Determination	43.1390555555556	-85.4355888888889	10	0		2015	06	25	USA	Michigan	Kent County		26081	264.2936	Acer rubrum/Solidago gigantea		forest		FS		221	1		Granby loamy fine sand, 0 to 2 percent slopes	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	No	No	Yes	No	No	Yes	No	No	Yes	Yes	No	No	98A2	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A2 wet sandy inland		GRR.GJS.2015.19	GRR.GJS	19		W2015062508	Wetland Determination	43.13965	-85.4359	10	0		2015	06	25	USA	Michigan	Kent County		26081	264.5112	Populus tremuloides-Ulmus americana/Solidago gigantea		forest		FS		161	0		Granby loamy fine sand, 0 to 2 percent slopes	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	No	No	Yes	No	No	Yes	No	No	Yes	No	No	No	98A2	No	No	Yes	No	No	Yes	No	No	Yes	No	No
97A moist loamy inland		GRR.GJS.2015.2	GRR.GJS	2		S2015060901	Wetland Determination	43.0856333333333	-86.0179666666667	10	0		2015	06	09	USA	Michigan	Ottawa County		26139	192.855	Tsuga canadensis-Fagus grandifolia		forest		BS		234	1		Sims loam	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																Yes	No	No	No	No	Yes	Yes	No	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	97A	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A1 wet mucky inland		GRR.GJS.2015.20	GRR.GJS	20		DSP RF1	High Intensity Plot: Nested	42.6300833333333	-85.5067	10	0		2015	05	19	USA	Michigan	Barry County		26015	227.4716	Ulmus americana/Ilex verticillata-Toxicodendron vernix/Leersia oryzoides-Osmundastrum cinnamomeum	Updated overstory values from 32.576 to 20; Updated understory values from 99.17 to 96; Updated understory values from 99.17 to 96;	woodland		FS		210	0		Houghton muck, 0 to 1 percent slopes	Houghton	Euic, mesic Typic Haplosaprists	very poorly	500.0	500.0				5	15.3	400	15	10			0.1	0.25	0.5	1	2	5	10	15	20	25	20			60	90		20.179			69.364	85.174	96		1	9	2		56						6.5	33	20	25	S2014MI015003A	S2014MI015003			No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	No	Yes	Yes	No	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A1 wet mucky inland		GRR.GJS.2015.21	GRR.GJS	21		DSP RF3	High Intensity Plot: Nested	42.7937	-84.3838166666667	10	0		2015	05	27	USA	Michigan	Clinton County		26037	257.238	Quercus bicolor/Acer rubrum/Ilex verticillata/Osmundastrum cinnamomeum		forest		BS		5	1		Houghton muck, 0 to 1 percent slopes	Boots	Euic, mesic Typic Haplohemists	very poorly	500.0	500.0			5.4	0	10	400	12	10			0.1	0.25	0.5	1	2	5	10	15	20	30							53.76				52.195				9	1		56						9.8	41.7		20	S2015MI037001A	S2015MI037001			No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A2 wet mucky inland		GRR.GJS.2015.22	GRR.GJS	22		DSP RF2	High Intensity Plot: Nested	43.18406675	-85.34212492	10	0		2015	06	04	USA	Michigan	Kent County		26081	246.8661	Pinus strobus/Ilex verticillata/Osmundastrum cinnamomeum-Symplocarpus foetidus	All black ash (Fraxinus nigra) and American elm (Ulmus americana) of tree size were dead or dying, but were counted among the living. Trees recorded in the field and shrub strata were all living. Updated overstory values from 28.629 to 50;	forest		FS		237	3		Houghton muck, 0 to 1 percent slopes	Pinnebog	Euic, mesic Hemic Haplosaprists	very poorly	500.0	500.0			50	0	10	400	8	10			0.1	0.25	0.5	1	2	5	10	15	20	30	50			10	70	17.9	51.554			9.136	71.032	73															30	S2014MI081001A	S2014MI081001			No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	No	Yes	Yes	No	No	98A2	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A1 wet mucky inland floodplain		GRR.GJS.2015.23	GRR.GJS	23		Page Creek Fen	High Intensity Plot: Nested	42.9865666666667	-85.36145	10	0		2015	07	08	USA	Michigan	Kent County		26081	227.4161	Cornus racemosa/Carex stricta-Eutrochium maculatum-Symphyotrichum puniceum-Calamagrostis canadensis	Updated understory values from 66.726 to ; Updated understory values from 66.726 to ; Updated understory values from 66.726 to 99.92; Updated understory values from 68.218 to 99.92; Updated understory values from 68.218 to 99.92;	shrubland		FS		56	1		Houghton muck, 0 to 1 percent slopes	Kerston	Euic, mesic Fluvaquentic Haplosaprists	very poorly	500.0	020.0		2015MI081F001				400		10			0.1	0.25	0.5	1	2	5	10	15	20	30	0			20	99		0			16.732	87.411	99.92																2015MI081002	2015MI081002			No	No	Yes	No	Yes	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	No	Yes	Yes	No	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
97A wet loamy inland		GRR.GJS.2015.24	GRR.GJS	24	Original GPS 43.036017, -85.627800 was corrected.	Lamberton Lake Fen	High Intensity Plot: Nested	43.0192756652832	-85.6278076171875	10	0		2015	07	20	USA	Michigan	Kent County		26081	200.432	Dasiphora fruticosa/Carex lasiocarpa-Schoenoplectus pungens	Updated understory values from 89.671 to ; Updated understory values from 74.678 to ; Updated understory values from 74.678 to 95.249;	shrubland		FS		283	2		Houghton muck, 0 to 1 percent slopes	SND	Fine-silty, carbonatic, mesic Typic Endoaquents	very poorly	500.0	003.0						400		10			0.1	0.25	0.5	1	2	5	10	15	20	30				5	95		0			4.954	92.563	95.249																2015MI081003	2015MI081003			No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	Yes	No	No	No	97A	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A2 wet mucky inland		GRR.GJS.2015.25	GRR.GJS	25		DSP RR1	High Intensity Plot: Nested	43.2558833333333	-85.1605	10	0		2015	07	29	USA	Michigan	Montcalm County		26117	265.2906	Rubus idaeus-Sambucus nigra/Phalaris arundinacea		shrubland		BS		267	1		Rifle and Tawas peats, 0 to 2 percent slopes	Carlisle	Euic, mesic Typic Haplosaprists	very poorly	500.0	500.0						400		10			0.1	0.25	0.5	1	2	5	10	15	20	30							0				47.238																	S2014MI117001A	S2014MI117001			No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	No	Yes	No	No	No	98A2	No	No	Yes	No	No	Yes	No	No	Yes	No	No
97A wet mucky inland		GRR.GJS.2015.26	GRR.GJS	26		DSP ER2	High Intensity Plot: Nested	43.3039833333333	-85.7597166666667	10	0		2015	07	31	USA	Michigan	Newaygo County		26123	240.2899	Phalaris arundinacea-Typha latifolia	Updated overstory values from 0 to ; Updated understory values from 95.665 to 99.9; Updated overstory values from 0 to 0; Updated understory values from 95.665 to 99.5;	grassland		BS		217	0		Adrian muck, 0 to 1 percent slopes	Adrian	Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists	very poorly	500.0	500.0						400		10			0.1	0.25	0.5	1	2	2.2	10	15	20	30	0			0.1	99		0			0	99.133	99.5																S2014MI123001A	S2014MI123001			No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No	No	No	Yes	No	Yes	Yes	No	No	97A	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A1 wet mucky inland		GRR.GJS.2015.27	GRR.GJS	27		DSP ER1	High Intensity Plot: Nested	42.74583333	-85.17444444	10	0		2015	08	05	USA	Michigan	Barry County		26015	245.1691	Symphyotrichum puniceum-Leersia oryzoides-Typha angustifolia	Updated understory values from 68.911 to ; Updated understory values from 68.911 to 99.5;	grassland		BS		316	1		Houghton muck, 0 to 1 percent slopes	Boots	Euic, mesic Typic Sulfihemists	very poorly	500.0	500.0						400		10			0.1	0.25	0.5	1	2	5	10	15	20	30	0				99		0				93.28	99.5																S2015MI015001A	S2015MI015001			No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	Yes	No	Yes	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A1 wet mucky inland		GRR.GJS.2015.28	GRR.GJS	28		DSP ER3	High Intensity Plot: Nested	42.52472222	-84.88138889	10	0		2015	08	07	USA	Michigan	Eaton County		26045	265.9275	Phalaris arundinacea-Symphyotrichum puniceum	Updated understory values from 51.15 to 61.78;	shrubland		BS		125	0		Houghton muck, 0 to 1 percent slopes	Pinnebog	Euic, mesic Hemic Haplosaprists	very poorly	500.0	500.0			32			400		10			0.1	0.25	0.5	1	2	5	10	15	20	30	0			2	61		0			0	62.253	61.78																S2015MI045001A	S2015MI045001			No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	No	Yes	No	No	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
94AA wet mucky inland		GRR.GJS.2015.29	GRR.GJS	29		DSP RR2	High Intensity Plot: Nested	43.5443333333333	-85.1821833333333	10	0		2015	08	14	USA	Michigan	Mecosta County		26107	315.0107	Fraxinus pennsylvanica/Phalaris arundinacea		savanna		BS		332	1		Houghton muck, 0 to 1 percent slopes	Palms	Loamy, mixed, euic, mesic Terric Sulfihemists	very poorly	500.0	500.0						400		10			0.1	0.25	0.5	1	2	5	10	15	20	30																												S2015MI107001A	S2015MI107001			No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	No	Yes	Yes	No	No	94AA	No	No	Yes	No	No	Yes	No	No	Yes	No	No
97A wet moist sandy inland		GRR.GJS.2015.3	GRR.GJS	3		W2015060904	Wetland Determination	43.0868833333333	-86.0183833333333	10	0		2015	06	09	USA	Michigan	Ottawa County		26139	192.5163	Acer saccharinum/Glyceria striata		savanna		BS		279	1		Iosco loamy sand, 0 to 4 percent slopes	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	Yes	No	No	No	Yes	No	Yes	No	Yes	Yes	No	No	No	Yes	No	No	Yes	No	No	Yes	Yes	No	No	97A	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A1 wet mucky inland		GRR.GJS.2015.30	GRR.GJS	30		DSP RR3	High Intensity Plot: Nested	42.6813666666667	-84.7211	10	0		2015	08	12	USA	Michigan	Eaton County		26045	258.7071	Salix interior/Leersia oryzoides-Carex stricta		shrubland		BS		309	0		Houghton muck, 0 to 1 percent slopes	Boots	Euic, mesic Fibric Haplohemists	very poorly	500.0	500.0						400		10			0.1	0.25	0.5	1	2	5	10	15	20	30																												S2015MI045002A	S2015MI045002			No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	No	Yes	No	No	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
97A wet loamy inland		GRR.GJS.2015.4	GRR.GJS	4		W2015060905	Wetland Determination	43.0874833333333	-86.0196833333333	10	0		2015	06	09	USA	Michigan	Ottawa County		26139	191.983	Fraxinus pennsylvanica-Acer saccharinum/Toxicodendron radicans		forest		BS		231	1		Sims loam	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	97A	No	No	Yes	No	No	Yes	No	No	Yes	No	No
97A wet loamy inland		GRR.GJS.2015.5	GRR.GJS	5		W2015060906	Wetland Determination	43.0861666666667	-86.0201	10	0		2015	06	09	USA	Michigan	Ottawa County		26139	192.1831	Acer saccharinum-Fraxinus pennsylvanica/Carex bromoides		forest		BS		263	0		Sims loam	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																Yes	No	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	97A	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A1 moist loamy inland		GRR.GJS.2015.6	GRR.GJS	6		S2015061701	Wetland Determination	42.7357333333333	-84.9282833333333	10	0		2015	06	17	USA	Michigan	Eaton County		26045	269.2526	Acer saccharum-Acer rubrum		forest		SH		350	1		Conover loam, 0 to 4 percent slopes	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A1 wet loamy inland		GRR.GJS.2015.7	GRR.GJS	7		W2015061701	Wetland Determination	42.7361333333333	-84.92825	10	0		2015	06	17	USA	Michigan	Eaton County		26045	268.4271	Acer saccharinum-Ulmus americana		forest		FS		352	1		Parkhill loam, non dense till subsoil, 0 to 2 percent slopes	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A1 wet loamy inland		GRR.GJS.2015.8	GRR.GJS	8		W2015061702	Wetland Determination	42.73705	-84.9275166666667	10	0		2015	06	17	USA	Michigan	Eaton County		26045	267.606	Acer saccharinum-Ulmus americana		forest		FS		314	1		Parkhill loam, non dense till subsoil, 0 to 2 percent slopes	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A1 wet moist loamy inland		GRR.GJS.2015.9	GRR.GJS	9		W2015061703	Wetland Determination	42.7351666666667	-84.9265	10	0		2015	06	17	USA	Michigan	Eaton County		26045	269.2844	Acer saccharinum-Tilia americana		forest		BS		322	0		Conover loam, 0 to 4 percent slopes	NA	NA		500.0	500.0						100		10			0.1	0.25	0.5	1	2	5	10	15	20	30																																Yes	No	No	No	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
loamy inland		GRR.GJS.2016.1	GRR.GJS	1			General	0	0	10	0		2016	00	00	USA												0	0						500.0	500.0						400	100	10			0.1	0.25	0.5	1	2	5	10	15	20	30													2		2			15														No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
98A1 dry loamy inland		GRR.GJS.2016.10	GRR.GJS	10		2016MI067001	Low Intensity Plot: Cover	42.7930166666667	-84.8636	10	0		2016	06	02	USA	Michigan	Ionia County		26067	245.1711	Juglans nigra/Celtis occidentalis-Fraxinus quadrangulata-Ulmus americana/Fraxinus americana/Hesperis	Updated overstory values from 95.021 to 90; Updated overstory values from 86.425 to 90; Updated understory values from 43.463 to 99;	forest		SH		34	15		Wawasee loam, 6 to 12 percent slopes, moderately eroded	Remus	Fine-loamy, mixed, mesic Alfic Argiudolls	well	500.0	500.0						100	14	10			0.1	0.25	0.5	1	2	5	10	15	20	30	90			50	98		90.154			49.998	98	99													69		25	2016MI067001	2016MI067001			No	Yes	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	Yes	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
